,title,company,location,salary,post_date,career_level,qualification,experience,job_type,industry
6172,Security Consultant (PAM),Ensign Infosecurity (East Asia) Limited,Kwun Tong,Salary negotiable,Posted on 16 Mar 2021,Middle,Degree,5 years,"Full Time, Permanent",Information Technology
6173,Junior Full-Stack Developer / Junior Frontend Developer,Cyber Insurance Brokers Limited,Sheung Wan,Salary negotiable,Posted on 16 Mar 2021,Entry Level,Degree,1 year,Full Time,Insurance / Pension Funding
6174,IT Helpdesk Support Level 1 & 2 ( 17k- 25k),Page Personnel,,Salary provided,Posted on 16 Mar 2021,Middle,Degree,2 years,"Full Time, Permanent","Information Technology (IT), Information Technology (IT) > Hardware, Information Technology (IT) > Others"
6175,Programmer / Analyst Programmer (Web application),Manpower Services (Hong Kong) Limited,Hung Hom,Salary provided,Posted on 16 Mar 2021,Entry Level,Non-Degree Tertiary,1 year,Contract,"Information Technology (IT) > Application Specialist - Software, Information Technology (IT) > Software Development, Information Technology (IT) > Application Specialist - Network"
6176,"Solution Architect, Pre-sales, Project Delivery Director, 600k - 1.2M",Recruit Logic Limited,Central & Western Area,"HK$55,000 - HK$120,000 /month ",Posted on 16 Mar 2021,Senior,Degree,10 years,Full Time,Information Technology
6177,Software Developer/Frontend Developer/Full Stack developer(Angular/Java/.Net),TEKsystems,Central & Western Area,Salary provided,Posted on 16 Mar 2021,Not Specified,Not Specified,Not Specified,Full Time,Information Technology
6178,IT Support Officer,Lead8 Hong Kong Limited,Quarry Bay,Salary negotiable,Posted on 16 Mar 2021,Middle,Degree,2 years,"Full Time, Permanent",Architecture / Building / Construction
6179,Data Center System Administrator,PCCW Solutions Limited,Yau Tsim Mong Area,Salary negotiable,Posted on 16 Mar 2021,Entry Level,Degree,1 year,Full Time,"Information Technology (IT), Information Technology (IT) > Network & System"
6180,Associate Data Scientist (Beta Labs),ImagineX Management Co Ltd,Southern Area,Salary provided,Posted on 16 Mar 2021,Middle,Degree,3 years,"Full Time, Permanent",Wholesale / Retail
6181,Recruitment Consultant/ Senior Recruitment Consultant- IT,Morgan McKinley,,Base salary + high commission,Posted on 16 Mar 2021,Middle,Degree,2 years,"Full Time, Permanent","Sales, CS & Business Devpt > Business Development, Information Technology (IT), Sales, CS & Business Devpt"
6182,"Assistant Manager – Group IT, Data Analytics (Ref: AM-GITDA)",Dah Chong Hong Holdings Limited,Kowloon Bay,Salary provided,Posted on 16 Mar 2021,Middle,Degree,3 years,"Full Time, Permanent",Mixed Industry Group
6183,Junior / HRIS Analyst (Ref: HRMS – GHR_HA),Dah Chong Hong Holdings Limited,Kowloon Bay,Salary provided,Posted on 16 Mar 2021,Entry Level,Degree,N/A,"Full Time, Permanent",Mixed Industry Group
6184,System Analyst/Data Engineer (Regional Role)(Cloud Exposure) Attractive package ,TEKsystems,Tsim Sha Tsui,Salary negotiable,Posted on 16 Mar 2021,Not Specified,Not Specified,Not Specified,Full Time,Information Technology
6185,Network & Security Specialist,GrammyTech Ltd,,Salary negotiable,Posted on 16 Mar 2021,Middle,Degree,5 years,"Full Time, Permanent",Entertainment / Recreation
6186,Senior Software Engineer / Software Engineer,Fruit Innovations Limited,Tai Po Area,Salary provided,Posted on 16 Mar 2021,Middle,Degree,4 years,"Full Time, Permanent",Information Technology
6187,Data Center Engineer (MNC) (On Job training will be provided),PeopleLink Services Limited,,Salary negotiable,Posted on 16 Mar 2021,Entry Level,Non-Degree Tertiary,N/A,"Contract, Full Time, Permanent",Information Technology
6188,IT Executive,Mandarin Motion Pictures Limited,Quarry Bay,Salary provided,Posted on 16 Mar 2021,Middle,Non-Degree Tertiary,3 years,Full Time,Entertainment / Recreation
6189,Technical Service Supervisor,Automated Systems (HK) Ltd,,Salary provided,Posted on 16 Mar 2021,Middle,Non-Degree Tertiary,5 years,"Contract, Full Time",Information Technology
6190,Startup Mobile App Developer,Edhub Limited,Others,Salary provided,Posted on 16 Mar 2021,Middle,(N/A),Not Specified,"Contract, Full Time",Information Technology (IT) > Application Specialist - Software
6191,Instructor II (PR0063/19-20),Hong Kong Baptist University,Kowloon City,Salary negotiable,Posted on 16 Mar 2021,Middle,Postgraduate,Not Specified,Full Time,"Education > Teacher, Education > Tutor / Instructor, Information Technology (IT) > Others"
6192,Assistant Computer Officer,The Education University of Hong Kong,,Salary negotiable,Posted on 16 Mar 2021,Middle,Degree,Not Specified,"Full Time, Permanent","Information Technology (IT) > Application Specialist - Software, Information Technology (IT) > DBA, Information Technology (IT) > Others"
6193,Senior Test Automation Engineer,Hutchison Ports Limited,Tsing Yi,Posted on 16 Mar 2021,Posted on 16 Mar 2021,Not Specified,Degree,5 years,Full Time,Others
6194,Executive Administrative Assistant ,TECHNOSOFT HONGKONG LIMITED,Pok Fu Lam,Salary negotiable,Posted on 16 Mar 2021,Entry Level,Non-Degree Tertiary,N/A,Full Time,Information Technology
6195,IT Specialist / IT Supervisor (Japanese Trading Company) 22K~30K,Kingsway Personnel Ltd,,Salary provided,Posted on 16 Mar 2021,Middle,Not Specified,2 years,"Full Time, Permanent",Trading and Distribution
6196,Product Manager,"Montnets International Communications (HK) Co., Limited",Shatin Area,Salary provided,Posted on 16 Mar 2021,Not Specified,Not Specified,Not Specified,Full Time,Information Technology
6197,System Engineer (Cloud Infrastructure),The Great Eagle Group of Companies,Wan Chai,Salary negotiable,Posted on 16 Mar 2021,Middle,Degree,2 years,"Full Time, Permanent, Temporary",Property Development
6198,Analyst Programmer / System Analyst,RecruitFirst Limited,Central,Salary provided,Posted on 16 Mar 2021,Not Specified,Not Specified,Not Specified,Contract,Information Technology
6199,Business Analyst,RD Wallet Technologies Limited,Central & Western Area,Salary negotiable,Posted on 16 Mar 2021,Middle,Degree,7 years,"Full Time, Permanent",Financial Services
6200,IT Project Manager,Roma Group Limited,Wan Chai,Salary negotiable,Posted on 16 Mar 2021,Not Specified,Degree,5 years,Full Time,General Business Services
6201,Senior UI/UX Designer,AXA Hong Kong,,Salary negotiable,Posted on 16 Mar 2021,Middle,Degree,N/A,"Full Time, Permanent","Design > Multi-media, Design > Web Designer, Information Technology (IT) > UI/UX Designer"
6202, IT Support/ Deskside Support (Gov't Contract/Sai Wan Ho/14K Average),Copperstone Personnel Company,Sai Wan Ho,Salary negotiable,Posted on 17 Mar 2021,Entry Level,Matriculated,1 year,"Contract, Full Time","Information Technology (IT) > Support, Information Technology (IT) > IT Management, Information Technology (IT) > Network & System"
6203,IT Security Specialist,"Ashley, Brookes & Coleman Limited",Tsuen Wan Area,Salary provided,Posted on 18 Mar 2021,Not Specified,Degree,Not Specified,Full Time,Human Resources Management / Consultancy
6204,"Senior Project Manager, Consumer Interactive",TransUnion Limited,Tsim Sha Tsui,Salary provided,Posted on 18 Mar 2021,Middle,Degree,7 years,"Full Time, Permanent",Financial Services
6205,"Senior Associate, Forensic Technology (Cyber Incident Response)",KPMG,Aberdeen,Salary provided,Posted on 18 Mar 2021,Middle,Degree,3 years,Full Time,Information Technology (IT) > Security
6206,Senior IT Officer ,SINO ESTATES MANAGEMENT LIMITED,,Salary negotiable,Posted on 15 Mar 2021,Senior,Degree,5 years,"Full Time, Permanent","Information Technology (IT) > Support, Information Technology (IT) > IT Management, Information Technology (IT) > Network & System"
6207,Programmer / Analyst Programmer / System Analyst (Java / .Net),BGC Group (HK) Limited,Central & Western Area,Salary negotiable,Posted on 19 Mar 2021,Middle,Non-Degree Tertiary,1 year,"Full Time, Permanent",Information Technology
6208,Senior IT Project Manager,Manpower Services (Hong Kong) Limited,Mong Kok,Salary provided,Posted on 17 Mar 2021,Not Specified,Not Specified,Not Specified,"Contract, Full Time",Banking
6209,Mobile Developer,Linnovate Partners Limited,Kwun Tong,Salary provided,Posted on 18 Mar 2021,Entry Level,Degree,N/A,Full Time,Financial Services
6210,Assistant ISD Manager - Channel Support,China Mobile Hong Kong Company Limited,Kwai Hing,Posted on 18 Mar 2021,Posted on 18 Mar 2021,Middle,Degree,5 years,"Full Time, Permanent",Telecommunication
6211,Officer – IT Administration (Ref: HKRI/AOIT/JDB/02),HKR International Ltd,Tsuen Wan Area,Posted on 17 Mar 2021,Posted on 17 Mar 2021,Not Specified,Not Specified,Not Specified,"Full Time, Permanent",Property Development
6212,IT Engineer (Network Security),Asia Satellite Telecommunications Co Ltd,Tai Po Area,Salary provided,Posted on 17 Mar 2021,Entry Level,Degree,2 years,"Full Time, Permanent",Telecommunication
6213,"(Senior) Mobile Apps Developer [Permanent, 13-months bonus]",CKC Solutions Limited,,Salary negotiable,Posted on 19 Mar 2021,Entry Level,Non-Degree Tertiary,N/A,"Full Time, Permanent",Information Technology
6214,Senior Business Analyst (HK$45K - $55K) (Ref. No.:24654),Global Executive Consultants Ltd.,,Salary provided,Posted on 19 Mar 2021,Middle,Degree,Not Specified,"Contract, Full Time, Permanent","Information Technology (IT) > Product Management / Business Analyst, Information Technology (IT) > Testing / QA, Information Technology (IT) > Technical Writing"
6215,Software Developer (Mid/Senior Level),"Alvanon HK, Ltd",Kwai Hing,Salary provided,Posted on 17 Mar 2021,Not Specified,Not Specified,Not Specified,"Full Time, Permanent",Clothing / Garment / Textile
6216,Technical Support / Operator (Data Center),Lantro (HK) Limited,,Salary provided,Posted on 18 Mar 2021,Entry Level,Non-Degree Tertiary,2 years,"Full Time, Permanent",Information Technology
6217,Web / Full Stack Developer - Mid / Senior Level,RIB Solutions Limited,North Point,Salary negotiable,Posted on 19 Mar 2021,Senior,Degree,4 years,"Full Time, Permanent",Information Technology
6218,Graphic Designer(1-Year Contract) (CHQ5/202103/CFD/CK/VH),HKT,Quarry Bay,Posted on 19 Mar 2021,Posted on 19 Mar 2021,Middle,Matriculated,5 years,Contract,Telecommunication
6219,IT Support Officer,Lead8 Hong Kong Limited,Quarry Bay,Salary negotiable,Posted on 16 Mar 2021,Middle,Degree,2 years,"Full Time, Permanent",Architecture / Building / Construction
6220,2021 Digital & IT Internship Programme (Infrastructure & Operations),Cathay Pacific Airways Ltd,Lantau Island,Salary negotiable,Posted on 16 Mar 2021,Not Specified,Not Specified,Not Specified,Internship,Freight Forwarding / Delivery / Shipping
6221,"SAP Specialist, a leading marketing services company",Walters People (HK),,"HK$30,000 - HK$35,000 /month (negotiable)",Posted on 20 Mar 2021,Middle,Degree,3 years,"Full Time, Permanent","Information Technology (IT) > Application Specialist - Software, Information Technology (IT) > Product Management / Business Analyst, Information Technology (IT) > Software Development"
6222,Native Android Mobile Developer | Smart Goggles | Up to 38K,Ambitious People,,"HK$25,000 - HK$35,000 /month (negotiable)",Posted on 19 Mar 2021,Middle,Degree,N/A,"Full Time, Permanent",Information Technology (IT) > Software Development
6223,"Engineer (PI) / Engineering Associate (PI), Vehicle Communications (V2X)",Hong Kong Applied Science and Technology Research Institute Company Limited (ASTRI),Shatin Area,Salary provided,Posted on 18 Mar 2021,Not Specified,Degree,Not Specified,"Contract, Full Time",Information Technology
6224,Business Analyst-Property Management Company,Kelly Services Hong Kong Limited,Kwun Tong,Salary provided,Posted on 19 Mar 2021,Not Specified,Not Specified,Not Specified,"Full Time, Permanent",Information Technology (IT) > Product Management / Business Analyst
6225,Senior / Application Development Manager (DevSecOps Transformation and Change Management),Bank of China (Hong Kong) Limited,Shatin Area,Salary negotiable,Posted on 18 Mar 2021,Middle,Degree,5 years,Full Time,Banking
6226,Project Support / Project Coordinator,INAX Technology Ltd,Tseung Kwan O,"HK$17,000 - HK$20,000 /month ",Posted on 17 Mar 2021,Entry Level,School Certificate,N/A,Full Time,Information Technology
6227,Regional Cloud Data Engineer (MNC; 50K+; GCP; Python; Big Data),Recruit Logic Limited,Quarry Bay,Salary provided,Posted on 19 Mar 2021,Not Specified,Not Specified,Not Specified,"Full Time, Permanent",Human Resources Management / Consultancy
6228,Digital Performance Marketing Manager,Ambitious People,,"HK$30,000 - HK$45,000 /month (negotiable)",Posted on 19 Mar 2021,Senior,Degree,4 years,"Full Time, Permanent","Marketing / Public Relations > Marketing - Marketing Communication, Marketing / Public Relations > Digital Marketing, Information Technology (IT) > Data Scientist"
6229,"Associate, Application Development (Java Backend)",Blue Insurance Limited,Kowloon Bay,Salary provided,Posted on 18 Mar 2021,Middle,Degree,3 years,"Full Time, Permanent",Insurance / Pension Funding
6230,Technical Service Officer - Cloud & Technology (Banking),Primetech Technology Limited,Kwun Tong Area,Salary negotiable,Posted on 17 Mar 2021,Middle,Non-Degree Tertiary,1 year,"Contract, Full Time",Information Technology
6231,"Senior Consultant, Cyber Security (Ethical Hacker / Pen Test), Technology Consulting",KPMG,Aberdeen,Salary provided,Posted on 18 Mar 2021,Middle,Degree,3 years,Permanent,Information Technology (IT) > Security
6232,Mobile Developer,Linnovate Partners Limited,Kwun Tong,Salary provided,Posted on 18 Mar 2021,Entry Level,Degree,N/A,Full Time,Financial Services
6233,Assistant ISD Manager - Channel Support,China Mobile Hong Kong Company Limited,Kwai Hing,Posted on 18 Mar 2021,Posted on 18 Mar 2021,Middle,Degree,5 years,"Full Time, Permanent",Telecommunication
6234,Officer – IT Administration (Ref: HKRI/AOIT/JDB/02),HKR International Ltd,Tsuen Wan Area,Posted on 17 Mar 2021,Posted on 17 Mar 2021,Not Specified,Not Specified,Not Specified,"Full Time, Permanent",Property Development
6235,IT Engineer (Network Security),Asia Satellite Telecommunications Co Ltd,Tai Po Area,Salary provided,Posted on 17 Mar 2021,Entry Level,Degree,2 years,"Full Time, Permanent",Telecommunication
6236,"(Senior) Mobile Apps Developer [Permanent, 13-months bonus]",CKC Solutions Limited,,Salary negotiable,Posted on 19 Mar 2021,Entry Level,Non-Degree Tertiary,N/A,"Full Time, Permanent",Information Technology
6237,Senior Business Analyst (HK$45K - $55K) (Ref. No.:24654),Global Executive Consultants Ltd.,,Salary provided,Posted on 19 Mar 2021,Middle,Degree,Not Specified,"Contract, Full Time, Permanent","Information Technology (IT) > Product Management / Business Analyst, Information Technology (IT) > Testing / QA, Information Technology (IT) > Technical Writing"
6238,Software Developer (Mid/Senior Level),"Alvanon HK, Ltd",Kwai Hing,Salary provided,Posted on 17 Mar 2021,Not Specified,Not Specified,Not Specified,"Full Time, Permanent",Clothing / Garment / Textile
6239,Technical Support / Operator (Data Center),Lantro (HK) Limited,,Salary provided,Posted on 18 Mar 2021,Entry Level,Non-Degree Tertiary,2 years,"Full Time, Permanent",Information Technology
6240,Web / Full Stack Developer - Mid / Senior Level,RIB Solutions Limited,North Point,Salary negotiable,Posted on 19 Mar 2021,Senior,Degree,4 years,"Full Time, Permanent",Information Technology
